Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
Phenix City WWTP SCADA,Phenix City - Alabama,Phenix City,Alabama,,USD,,identified,90,,2026-02-05,https://phenixcityal.gov/wp-content/uploads/minutes-agendas-newsletters/State-of-the-City_2026-02-05.pdf,https://phenixcityal.us/government/transparency-portal/,planning_stage,"WWTP SCADA project in planning stage pending report. Wastewater Treatment Plant automation system upgrade. Capital technology implementation. No details on current systems, issues, specs, regulations, or timelines. Part of City Utility Projects $23M total.",,2.84,,5.4,2019-2023,,,,,,7b529ab9-e06d-4990-a08f-4da5def8880d
"Sheboygan WWTP 1930s Digester Area Demolition Engineering Design - Sheboygan, WI",Sheboygan - Wisconsin,Sheboygan,Wisconsin,,USD,,identified,90,Finance and Personnel Committee,2026-02-02,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-ad8893f13bbb4e3384ba10bac69fcc33.pdf,https://sheboygan-wi.municodemeetings.com/,planning_stage,"The project involves engineering design services by Donohue & Associates, Inc. to demolish a 1930s digester area at the Sheboygan Wastewater Treatment Plant (WWTP), indicating aged infrastructure requiring removal as part of capital upgrades. The 1930s age suggests degradation and need for modernization in wastewater treatment processes. No specific problem statement, performance numbers, flows, capacities, or contaminant levels provided. No regulatory context, deadlines, or permit details menti",,18.39,,3.1,2019-2023,1979,45,2004,Original construction in 1979 with major expansions/upgrades in 1996 and 2004.,,f2f3c2d2-2fce-4ed7-a2f7-a612d594026c
"Clinton Street Sewer and Water Main Improvements - Madera, California",Madera - California,Madera,California,,USD,,identified,90,Madera City Council,2025-09-17,https://www.madera.gov/media/p1ynz2qu/091725-agenda-and-reports.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The Clinton Street Sewer and Water Improvements project addresses deteriorating sewer mains and water lines along Clinton Avenue in Madera, California, which require repair, rehabilitation, and replacement to benefit approximately 3,034 local residents, primarily in low-moderate income areas. No specific current performance numbers, flow rates, capacities, or contaminant levels are mentioned, but the infrastructure is failing due to deterioration. The project is funded through CDBG as part of th",6,3.85,64,3.5,2019-2023,1984,40,2011,"Original plant 1956s, major reconstruction 1984, expansion 1998, tertiary treatment upgrade 2011",No,62408ff3-68f7-43a4-b9b6-0a15552be77b
Logan City Impact Fee Facilities Plan for Water and Wastewater,Logan - Utah,Logan,Utah,,USD,,identified,90,Logan City Council,2025-02-18,https://www.loganutah.gov/government/city_council/2025_council_agendas_and_packets.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"City Council adopted an Impact Fee Facilities Plan covering Water, Wastewater, Parks, Power, and Transportation, which identifies required capital facilities and improvements to accommodate growth including water treatment, distribution, wastewater collection systems, treatment plants, expansions, and upgrades. No specific issues, performance metrics, flows (ML/day, m³/day), capacities (hydraulic/organic), contaminants (TP, TN, NH3-N, BOD, TSS), population projections, infrastructure age, curren",,12.98,,6,2019-2023,,,,,,e2e46cf2-ff49-4a61-9486-567ca13c2ce7
"WP Estates WW Plant Upgrades Phase Next - Winter Park, FL",Winter Park - Florida,Winter Park,Florida,,USD,,identified,90,City Commission Regular Meeting,2023-09-13,https://d3n9y02raazwpg.cloudfront.net/winterpark/7ef01e76-902e-11ed-96ab-0050569183fa-13f1214c-b96e-4929-89c8-820e8ebc28eb-1694439368.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"WP Estates WW Plant standby generator is installed and operational, with startup and troubleshooting activities completing; planning next phase of plant upgrades. This is a capital project for wastewater treatment plant expansion or upgrades under Water & Sewer. Strategic objective: Investment in Public Assets & Infrastructure. No specific issues like effluent violations, phosphorus/nitrogen levels, flows (ML/day), capacities, or population served mentioned. No regulatory drivers or deadlines. E",,4.073,,-1.9,2019-2023,,,,,,bf5932db-e21e-4c3b-871a-7cfa63b4e20d
"Water Treatment Plants R&R including Swoope WTP Generator - Winter Park, FL",Winter Park - Florida,Winter Park,Florida,,USD,,identified,90,City Commission Regular Meeting,2023-09-13,https://d3n9y02raazwpg.cloudfront.net/winterpark/7ef01e76-902e-11ed-96ab-0050569183fa-13f1214c-b96e-4929-89c8-820e8ebc28eb-1694439368.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Reviewing water treatment plant conditions for future rehabilitations next fiscal year; Swoope WTP generator install 90% complete. Capital project for drinking water treatment plants rehabilitation and replacement under Water & Sewer division. Investment in Public Assets & Infrastructure. No problem statement on water quality issues, turbidity, or violations. No technical data like capacities, flows, population served, or age. No regulations or deadlines. Proposed: rehabilitations and generator ",,4.073,,-1.9,2019-2023,,,,,,2899ff14-a38f-47b4-bba5-16166e5e962c
"Water Treatment Plants Rehabilitation & Replacement - Winter Park, Florida",Winter Park - Florida,Winter Park,Florida,,USD,,identified,90,City Commission,2023-08-09,https://d3n9y02raazwpg.cloudfront.net/winterpark/7eecc8b8-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1691096844.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Reviewing water treatment plant conditions for future rehabilitations planned next fiscal year. No problem statement on water quality issues, turbidity, or violations. No technical data: flows, capacities, contaminant levels (e.g., turbidity, pH), population served. No regulatory context. Facility details: Water Treatment Plants citywide, existing processes under review; proposed R&R. Scope: condition review leading to rehab/replacement; timeline next FY. Business context: Investment in Public A",,4.073,,-1.9,2019-2023,1958,66,2017,"Original construction 1958; major expansions 1974, 1988, 1995; nutrient removal upgrade 2015-2017 (as of 2024)",,c62f40c3-d06a-4356-8453-a408b7328ef3
"East OC Service Improvement Flow Diversion to East WRF - Winter Park, Florida",Winter Park - Florida,Winter Park,Florida,,USD,,identified,90,City Commission,2023-08-09,https://d3n9y02raazwpg.cloudfront.net/winterpark/7eecc8b8-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1691096844.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"East Orange County service improvement involves flow diversion to East WRF to reduce flow in Lakemont gravity main. Implies capacity or overload issue in gravity main. No specific performance numbers vs requirements. No contaminants or flows detailed. No regulatory violations mentioned. Facility: East WRF (Water Reclamation Facility), Lakemont gravity main; wastewater collection system. Proposed: flow diversion infrastructure. Pending status CIP. No timeline, budget, or phases specified.",,4.073,,-1.9,2019-2023,,,,,,6d72a9cd-9d62-4d93-9eab-cc5e2e13a5e8
City of Caldwell WWTP 2025 Facility Planning Study,Caldwell - Idaho,Caldwell,Idaho,,USD,,identified,90,Caldwell City Council,2025-08-04,https://www.cityofcaldwell.org/files/assets/city/v/1/city-council/agendas/2025-08-04-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"The City Council is approving a resolution to adopt the 2025 City of Caldwell WWTP Facility Planning Study. This study represents planning stage activities that will identify needs for capital improvements, upgrades, or expansions at the wastewater treatment plant. No problem statement details such as performance issues, violations, flows, capacities (e.g., ML/day, design vs. actual), contaminant levels (e.g., TP, BOD, TSS), population served, infrastructure age, or current treatment processes a",,,,15.6,2019-2023,,,,,,6a4a5a1f-351e-4aea-9c38-a411b38b1ef3
Monroe WPCC GOHSEP Statewide 5% Generators Initiative Project,Monroe - Louisiana,Monroe,Louisiana,,USD,,identified,85,City Council Legal & Regular Session,2025-05-27,https://monroela.us/wp-content/uploads/2025/05/Council-Agenda05272025-1.pdf,https://monroela.us/government/city-council/city-council-meetings/,planning_stage,"The City of Monroe City Council is considering approval of Task Order 25SEW002 with Waggoner Engineering, Inc. for engineering services related to the WPCC GOHSEP Statewide 5% Generators Initiative Project, indicating a capital project for generator installation or upgrades at the Water Pollution Control Center (WPCC), likely the wastewater treatment facility. No specific problem statement is detailed in the agenda, such as current power reliability issues, outages, or emergency preparedness def",,12,,-2.1,2019-2023,,,,,,149f246c-b132-44ad-95fd-910b3f003cc0
"Water and Sewer Capital Project Fund - PFAS Settlement Proceeds Transfer - Salisbury, MD",Salisbury - Maryland,Salisbury,Maryland,,USD,,identified,85,City Council Legislative Session,2025-09-22,https://d3n9y02raazwpg.cloudfront.net/salisburymd/f5417f02-4157-11f0-b7f5-005056a89546-319aa378-ef0b-4ffc-9cb8-d75f103a5777-1765469598.pdf,https://salisburymd.granicus.com/ViewPublisher.php?view_id=1,project_discussion,"Ordinance No. 2953 authorizes a budget amendment transferring PFAS settlement proceeds from the water and sewer operating fund to the water and sewer capital project fund, providing dedicated funding for capital infrastructure projects addressing PFAS contamination in the drinking water system. PFAS (per- and polyfluoroalkyl substances) are persistent contaminants requiring advanced treatment for regulatory compliance in water quality. No specific problem statement, current contaminant levels vs",,,,1.2,2019-2023,,,,,,2e1af962-093b-46fc-8ec7-a83ae05fc426
Albany FP-25-01 Wastewater Master Plan Consulting Services,Albany - Oregon,Albany,Oregon,,USD,,identified,85,Albany City Council,2026-01-14,https://albanyoregon.gov/images/stories/citycouncil/archive/2026/cc_20260114_sum.pdf,https://albanyoregon.gov/council/materials,planning_stage,"The Albany City Council approved the award of a contract for FP-25-01, Wastewater Master Plan Consulting Services. This consulting engagement is an engineering study expected to lead to future capital projects in the city's wastewater infrastructure, such as treatment plants, collection systems, or upgrades. No specific problem statement, technical data on flows, capacities, contaminant levels, or population served was detailed in the meeting summary. No regulatory context, compliance issues, or",,,,6.1,2019-2023,,,,,,1126b7aa-0e93-4fd2-a73f-a40fc7cbaff3
Meridian Wastewater Treatment Plant Rehabilitation Projects,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,85,"Regular Council Meeting, City of Meridian, Mississippi",2024-11-05,https://meridianms.org/wp-content/uploads/2025/01/11-05-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian approved Order #17915 authorizing execution of a Memorandum of Understanding (MOU) with the Department of Finance and Administration (DFA) specifically for rehabilitation projects at the Wastewater Treatment Plant. No problem statement detailing specific issues, failures, violations, or performance shortfalls was mentioned in the minutes. No technical data such as flow rates, capacities, contaminant levels (e.g., phosphorus, nitrogen, BOD, TSS), population served, infrastruc",,,,-8.9,2019-2023,,,,,,67d93cc8-a2fb-44c7-bf29-b2c249adf888
"South WWTP Chlorine Dock & Influent Flow Panels, Sowashee Creek & Chandler Road Pump Stations - Wireless Remote Monitoring Units Addition (Change Order #1)",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,85,Regular Council Meeting,2024-08-20,https://meridianms.org/wp-content/uploads/2024/10/8-20-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian approved a change order to add four additional wireless remote monitoring units at key wastewater infrastructure locations. No specific problem statement or operational challenges are detailed in the minutes, but the addition targets the Sowashee Creek and Chandler Road pump stations, as well as the chlorine dock and influent flow panels at the South Wastewater Treatment Plant (South WWTP). No technical data such as flow rates, capacities, contaminant levels, population serv",,,,-8.9,2019-2023,,,,,,c14d1ed0-a677-423d-a868-9f47141f6093
Nixa Wastewater Department New Sludge Basin Design,Nixa - Missouri,Nixa,Missouri,,USD,,identified,85,"REGULAR MEETING OF THE COUNCIL MEMBERS OF THE CITY OF NIXA, MISSOURI",2024-05-28,https://www.nixa.com/wp-content/uploads/2023/11/May-Minutes.pdf,https://www.nixa.com/mayor-council/,planning_stage,"The Nixa Wastewater Department is in the design phase for a new sludge basin, indicating a need for expanded or improved solids handling capacity in wastewater treatment operations. No specific problem like overloading, failures, or violations is outlined. No technical data on flows (ML/day, etc.), current vs. design capacity, contaminant levels, population, or infrastructure age is provided. No regulatory drivers, permits, or deadlines mentioned. Wastewater Department operates with 12 staff and",,,,12,2019-2023,,,,,,08bf9976-c90a-4e4d-bc2f-ec564fe5b449
"Wastewater Treatment & Resource Recovery Facility (WTRRF) - Fond du Lac, WI - RNG Project Natural Gas Gate Station Easement",Fond du Lac - Wisconsin,Fond du Lac,Wisconsin,,USD,,identified,85,City Council / Plan Commission,2026-02-11,https://d3n9y02raazwpg.cloudfront.net/fonddulac/38200259-d5d0-11f0-bb28-005056a89546-db91c141-7471-4665-a9a2-4ab7e6379081-1770326380.pdf,https://fonddulac.granicus.com/ViewPublisher.php?view_id=1,project_discussion,"The City of Fond du Lac is advancing its Renewable Natural Gas (RNG) project at the Wastewater Treatment & Resource Recovery Facility (WTRRF), requiring new infrastructure including a Natural Gas Gate Station. Alliant Energy has requested a 100-foot by 100-foot easement on city-owned lands along the eastern property line of the WTRRF to construct, install, maintain, operate, repair, inspect, replace, add, relocate, and remove designated facilities such as a gas gate station, aboveground and unde",,11.1,,3.7,2019-2023,,,,,,ba64c678-b7aa-4003-9b54-c11a9c95058e
North Tonawanda Wastewater Treatment Plant Ferric Chloride Secondary Containment System,North Tonawanda - New York,North Tonawanda,New York,,USD,,identified,85,State of the City,2023-02-07,https://www.northtonawanda.org/file-library/0/StateofTheCity2023.pdf,https://www.northtonawanda.org/file-library.php,project_discussion,"The Wastewater Treatment Plant is installing a new ferric chloride secondary containment system as part of ongoing improvements. No specific problem statement, performance numbers, violations, or failures detailed for this item. No technical data on flows, capacities, contaminants, population, or infrastructure age provided. No regulatory context specified. Facility is the city WWTP; proposed solution is new secondary containment for ferric chloride storage/handling. Project scope is installatio",,,,-0.5,2019-2023,,,,,,4616b63e-c2e3-43fb-b73b-634b255b7b38
City of Coral Springs Potable Water Sub-Element and Water Supply Facilities Work Plan 2025 Update (CPAT25-0001) - 10-Year Capital Improvement Program,Coral Springs - Florida,Coral Springs,Florida,,USD,,identified,85,Coral Springs City Commission,2026-01-07,https://d3n9y02raazwpg.cloudfront.net/coralsprings/55b5300a-aad6-11f0-8df7-005056a89546-b9037027-6863-485a-88c1-0fdad005f1eb-1767126751.pdf,https://coralsprings.granicus.com/ViewPublisher.php?view_id=3,planning_stage,"The City of Coral Springs is amending its Comprehensive Plan's Potable Water Sub-Element and adopting the 2025 Water Supply Facilities Work Plan Update to comply with Chapter 163, Part II, Florida Statutes, following the South Florida Water Management District (SFWMD) approval of the 2023-2024 Lower East Coast Water Supply Plan Update on September 24, 2024; the Work Plan must address traditional and alternative water supplies, conservation, and reuse for a 10-year period from 2025 to 2035. No sp",,7.3,,1.1,2019-2023,,,,,,b65a8840-5b50-436f-aa15-3c21bccbffa2
Logan City Drinking Water Master Plan and Capital Improvement Plan,Logan - Utah,Logan,Utah,,USD,,identified,85,Logan City Council,2025-04-15,https://www.loganutah.gov/government/city_council/2025_council_agendas_and_packets.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"Logan City Council adopted a new Drinking Water Master Plan and Capital Improvement Plan, outlining future capital projects for drinking water infrastructure including treatment plants, distribution systems, upgrades, expansions, and replacements to address growth and system needs. No specific problem statement, current performance numbers, violations, flow rates, capacities, contaminant levels, population served, infrastructure age, treatment processes, regulatory context, deadlines, proposed t",,12.98,,6,2019-2023,,,,,,90cfe496-ac26-42f2-92e9-fbbf58c15a86
Sawgrass WWTP Dissolved Air Flotation Thickening Process Improvements - Phase 1,Sunrise - Florida,Sunrise,Florida,,USD,,identified,85,City Commission Meeting,2026-02-10,https://sunrise.novusagenda.com/agendapublic/,https://www.sunrisefl.gov/city-commission/commission-agendas,project_discussion,"The agenda lists an item to award Bid No. 25-65-06-CM for Sawgrass WWTP Dissolved Air Flotation Thickening Process Improvements – Phase 1. A separate item approves Project Agreement PA-26-008-HS for Construction Management Services for the same Phase 1 improvements at Sawgrass WWTP. No specific problem statement, current performance numbers versus requirements, violations, or complaints are mentioned in the provided text. No technical data such as flow rates, capacities, contaminant levels, popu",12,10,83,2.7,2019-2023,1974,50,2011,Original construction in 1974 with phased expansions; major upgrade in 2011 for advanced treatment.,,91409fbe-1904-499e-bcbf-6400bc2f759e
Canton Water Pollution Control Plant Expansion,Canton - Georgia,Canton,Georgia,,USD,,identified,85,City Council,2025-07-03,https://www.cantonga.gov/government/city-manager-s-fy2025-budget-summary,https://www.cantonga.gov/government/city-council,planning_stage,"The City of Canton plans to expand the water pollution control plant as part of the FY2026 capital projects listed in the City Manager's budget proposal. No specific problem statement, current performance numbers, or violations are detailed in the document. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age is provided. No regulatory context, compliance deadlines, or specific permits are mentioned. The facility details, existing treatme",,,,22.8,2019-2023,,,,,,c77cb7de-8c95-4e71-b434-a9565ade67f1
Canton Water Treatment Plant Improvement,Canton - Georgia,Canton,Georgia,,USD,,identified,85,City Council,2025-07-03,https://www.cantonga.gov/government/city-manager-s-fy2025-budget-summary,https://www.cantonga.gov/government/city-council,planning_stage,"The City of Canton plans to improve the water treatment plant as a capital project in the FY2026 budget proposal. No problem statement detailing issues, performance failures, or complaints is provided. No technical data including flow rates, capacities, water quality parameters like turbidity or contaminants, population served, or plant age is mentioned. No regulatory context such as permits, violations, or deadlines from agencies is specified. Facility details on current capacity, treatment pro",3.75,2.65,70.67,22.8,2019-2023,1976,48,2015,Original construction 1976; major expansion/upgrade in 2015 adding capacity (from City Comprehensive Plan 2023 and EPD records),No,9e76ba12-3464-4b00-85f0-fe27f31a6bda
"Bell Park 1 Lift Station and Kingsgate 2 Lift Station Pump #1 Projects - Woodstock, GA",Woodstock - Georgia,Woodstock,Georgia,,USD,,identified,85,City Council - Regular Session,2025-10-13,https://d3n9y02raazwpg.cloudfront.net/woodstockga/a42e12d4-4ab6-11f0-b7f5-005056a89546-b58d36eb-d32f-4b61-b9ab-4555d999cd71-1760389692.pdf,https://www.woodstockga.gov/your_government/meetings_agendas_and_minutes.php,project_discussion,"The City of Woodstock is approving additional funding via Major Budget Amendment (MAJBA) JE 20069 for existing capital projects at the Bell Park 1 Lift Station and Kingsgate 2 Lift Station Pump #1, which are wastewater pumping station infrastructure upgrades or improvements. No specific problem statement is detailed, such as performance issues, flow rates, capacities, or compliance violations driving the need for additional funds. No technical data provided including flow rates (ML/day, MGD, etc",,4.42,,15.5,2019-2023,,,,,,b146a11a-714b-4ec2-91eb-eee8a84ee002
Caldwell Wastewater Biosolids Dewatering and Drying System Preliminary Engineering Report,Caldwell - Idaho,Caldwell,Idaho,,USD,,identified,85,Caldwell City Council,2025-12-01,https://www.cityofcaldwell.org/files/assets/city/v/1/city-council/agendas/2025-12-01-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"The Caldwell City Council is approving a Professional Services Agreement with Keller Associates to conduct a Preliminary Engineering Report (PER) for a Biosolids Dewatering and Drying system, indicating planning for a capital upgrade at a wastewater treatment facility. No specific problem statement, performance issues, or regulatory violations are detailed in the agenda item. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age is mention",,,,15.6,2019-2023,,,,,,8c291469-8d8e-4825-b048-678a2b3a9a73
"Water System Improvements – Thomas Ave. / Georgia St. Intersection Project - Monroe, Louisiana",Monroe - Louisiana,Monroe,Louisiana,,USD,,identified,80,"City Council of the City of Monroe, Louisiana",2026-02-10,https://monroela.us/wp-content/uploads/2026/02/Council-Agenda02102026amended.pdf,https://monroela.us/government/city-council/city-council-meetings/,project_discussion,"The Engineering Department proposes adopting a resolution accepting the bid of Don M. Barron Contractor, Inc. for the Water System Improvements – Thomas Ave. / Georgia St. Intersection Project. No explicit problem statement on water quality, distribution issues, leaks, or failures is given. No technical data such as flow rates, water quality parameters (turbidity, E. coli, pH), distribution system capacity, population served, pipe age, or current treatment processes mentioned. No regulatory comp",,12,,-2.1,2019-2023,,,,,,61f58e73-8e56-4b0a-b21c-6541549f8cce
Bend Water Reclamation Facility (WRF) Expansion Options Facility Plan,Bend - Oregon,Bend,Oregon,,USD,,identified,80,City Council Goal Setting Prep,2025-01-29,https://bendoregon.gov/wp-content/uploads/2025/12/2023-25-Bend-City-Council-Goals-Status-Report_1_2_2025.pdf,https://www.bendoregon.gov/government/city-council/city-council-meeting-agendas-video,planning_stage,"The City of Bend is exploring options for future expansion of the Water Reclamation Facility (WRF) through a facility planning process to address needs for a growing city. The WRF Facility Plan is under contract and in process, currently at 25% complete, with completion expected late 2025. This planning effort focuses on environmental stewardship and will identify expansion options, potential capital upgrades, or new infrastructure required for wastewater treatment capacity. No specific problem ",,,,8,2019-2023,,,,,,f0ddd104-71b2-4399-b49a-b25ce6260bed
Gap to Gap Ecosystem Restoration Project - Temporary Easement Adjacent to City of Yakima Wastewater Treatment Plant,Yakima - Washington,Yakima,Washington,,USD,,identified,80,Yakima City Council,2025-10-07,https://d3n9y02raazwpg.cloudfront.net/yakimawa/19459608-9e1e-11ef-ab4b-005056a89546-d7fd6865-e6ff-4408-9ee5-7cb34ed8ced4-1759441889.pdf,https://www.yakimawa.gov/council/agendas-and-minutes/,planning_stage,"The City of Yakima and Yakima County are partnering on the Gap to Gap Ecosystem Restoration project to restore Yakima River floodplain and reduce flooding risks, with construction including earth moving and clearing of vegetation and channels on City-owned parcels adjacent to the Yakima River at the Wastewater Treatment Plant. No specific problem statement, current performance failures, violations, flow rates, capacities, contaminant levels, population served, infrastructure age, or treatment pr",,,,3.6,2019-2023,,,,,,c158375e-b4a8-48f1-94e9-ffe6a6f29e96
Nixa Wastewater Department Clarifier Lining Project,Nixa - Missouri,Nixa,Missouri,,USD,,identified,80,"REGULAR MEETING OF THE COUNCIL MEMBERS OF THE CITY OF NIXA, MISSOURI",2024-05-28,https://www.nixa.com/wp-content/uploads/2023/11/May-Minutes.pdf,https://www.nixa.com/mayor-council/,planning_stage,"The Nixa Wastewater Department is undertaking clarifier lining as one of its current capital projects, likely to address structural integrity or performance issues in the wastewater treatment process. No explicit problem statement details failures, violations, or performance metrics versus requirements. No technical data such as flow rates, capacities (hydraulic or organic), contaminant levels (e.g., BOD, TSS, phosphorus), or population served is mentioned. No regulatory context, compliance issu",,,,12,2019-2023,,,,,,218758e8-0f9d-4b19-bd3b-5b539b713a89
Phenix City Water Filtration Plant SCADA Upgrade,Phenix City - Alabama,Phenix City,Alabama,,USD,,identified,80,,2018-02-01,https://phenixcityal.gov/wp-content/uploads/minutes-agendas-newsletters/State-of-the-City_2018-02-01.pdf,https://phenixcityal.us/government/transparency-portal/,project_discussion,"The Water Filtration Plant SCADA Upgrade is listed as an in-progress capital project under Utilities Capital Projects. No problem statement, performance issues, violations, or operational challenges are described. No technical data including flow rates, capacities, water quality parameters, population served, or infrastructure age is provided. No regulatory context or compliance deadlines mentioned. Facility details such as plant capacity, existing treatment processes, or proposed SCADA technolo",,2.84,,5.4,2019-2023,,,,,,c3801999-7246-416f-9407-108e3db32754
Logan Public Works Proposed Capital Projects FY2018 - Water/Wastewater Infrastructure,Logan - Utah,Logan,Utah,,USD,,identified,80,Logan City Council Budget Workshop,2017-05-09,https://cms9.revize.com/revize/loganut/government/city_council/2017_council_agendas_and_notices.php,https://www.loganutah.gov/government/city_council/agendas.php,planning_stage,"Proposed Capital Projects for Public Works for FY2018 likely includes funded capital investments in wastewater treatment, water distribution, or related infrastructure upgrades, as presented alongside wastewater facility and Biomag discussions. No specific problem statements, operational challenges, compliance issues, or technical data such as flow rates (ML/day), capacities, contaminant levels (TP, NH3-N, BOD, TSS), population served, or infrastructure age are detailed in the text. No regulator",,12.98,,6,2019-2023,,,,,,068fae2c-881e-4d1e-8a33-ca30f1e91e54
"Bartlesville Long-term Water Supply Options - Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer and Kaw Lake",Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,75,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/City-Council-Agenda-January-6-2025-Amended.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,planning_stage,"A presentation is scheduled on long-term water supply options from Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer, and Kaw Lake, presented by Terry Lauritsen, Director of Water Utilities. This indicates planning-stage evaluation of new water sources to address future drinking water supply needs, potentially involving capital projects such as intakes, pipelines, treatment plants, or aquifer development. No specific problem statement, such as current water shortages, quality issues, or projected dema",,7.5,,3.2,2019-2023,,,,,,c0bba458-a23f-4b78-9471-de2367498516
"Bartlesville Long-Term Water Supply Options - Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer, Kaw Lake",Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,75,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2024/12/City-Council-Agenda-January-6-2025.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,planning_stage,"Item 10 on the agenda is a presentation on long-term water supply options at Hulah Lake, Copan Lake, Ada-Vamoosa Aquifer, and Kaw Lake, presented by Terry Lauritsen, Director of Water Utilities. No specific problem statement is given, such as current water shortages, supply deficits, quality issues, or projected demand exceeding capacity. No technical data provided, including current or projected population served, distribution system capacities, water quality parameters like turbidity or contam",,7.5,,3.2,2019-2023,,,,,,7bf87d57-0c50-4a9a-923d-c09766c2b59d
Salisbury Water/Sewer Effluent Filter Pump Capital Project,Salisbury - Maryland,Salisbury,Maryland,,USD,,identified,75,Legislative Session,2026-02-09,https://d3n9y02raazwpg.cloudfront.net/salisburymd/2138974c-ec0b-11f0-bb28-005056a89546-319aa378-ef0b-4ffc-9cb8-d75f103a5777-1770300177.pdf,https://salisburymd.granicus.com/ViewPublisher.php?view_id=1,project_discussion,"Ordinance No. 2971 authorizes the Mayor to reallocate Paygo funds from completed Water Sewer Capital Projects to provide additional funding specifically for the effluent filter pump, indicating an ongoing capital infrastructure project in the wastewater or water treatment system requiring extra budget allocation. No specific problem statement, performance issues, or violations detailed. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age",,,,1.2,2019-2023,,,,,,095d0a6e-9913-4969-ac4d-c912a356e130
City of Meridian Wastewater System Lift Stations Improvements/Abandonments under EPA Consent Decree,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,75,"REGULAR COUNCIL MEETING, CITY OF MERIDIAN, MISSISSIPPI",2024-12-03,https://meridianms.org/wp-content/uploads/2025/01/12-03-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian is under a 19-year EPA Consent Decree, currently in its fifth year, addressing wastewater collection and treatment system deficiencies, including sanitary sewer overflows or similar violations prompting the decree. Specific issues include the need to evaluate and either improve or abandon certain lift stations (pumping stations), with a plan for EPA approval scheduled for January 2025. Upcoming discussions with the EPA in the next few weeks will address wastewater nutrient l",,,,-8.9,2019-2023,,,,,,66d4b86a-0175-4ff1-928b-d9909e86b3cb
Kyle Reclaimed Water Irrigation Plan for Parks,Kyle - Texas,Kyle,Texas,,USD,,identified,75,Kyle City Council,2024-09-03,https://www.cityofkyle.com/city-hall/budget/approved-budget-fiscal-year-2024-2025/,https://www.cityofkyle.com/meetings/recent,planning_stage,"Budget approval includes a proposed reclaimed water irrigation plan for parks within $99.6M FY2025 water/wastewater improvements ($339.6M/5yrs). No problem like water shortages for irrigation or effluent disposal issues stated. No technical data on reclaimed water volumes, quality (e.g., TSS, pathogens), current irrigation sources, or park areas. No regulatory context for reuse permits. Ties to wastewater treatment outputs; proposed system for park irrigation not detailed. Scope: planning/design",,4.5,,22.8,2019-2023,,,,,,2e028e27-f256-4cd2-93aa-e7ac0e2c98de
