Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
Old Adams Sewer Lining Rehabilitation,Auburn Hills - Michigan,Auburn Hills,Michigan,,USD,,identified,85,City Council Regular Meeting,2025-10-20,https://www.auburnhills.org/wp-content/uploads/2025/10/cou-packet-10202025.pdf,https://www.auburnhills.org/government/mayor-city-council/meeting-minutes-agendas/,project_discussion,"The City Council is considering a motion to award the Sewer Lining Rehabilitation Work off Old Adams to SAK Construction, indicating an approved capital project for wastewater collection system infrastructure rehabilitation. No specific problem statement, current performance issues, violations, or operational challenges are detailed in the minutes. No technical data such as flow rates, capacities, contaminant levels, population served, infrastructure age, or existing treatment processes are ment",,,,5.7,2019-2023,,,,,,8ef1384a-c678-4365-96cf-3094815cc7d8
Warren Wastewater Treatment Plant Dewatering and Incinerator Improvements - ITB-W-1558,Warren - Michigan,Warren,Michigan,,USD,,identified,90,Warren City Council Regular Meeting,2025-09-23,https://www.cityofwarren.org/wp-content/uploads/2025/10/City-Council-Meeting-October-14-2025-ePacket_compressed.pdf,https://www.cityofwarren.org/government/city-council/,project_discussion,"The Warren City Council approved ITB-W-1558 for dewatering and incinerator improvements at the Wastewater Treatment Plant (WWTP) during the September 23, 2025 regular meeting. No specific problem statement, current performance issues, violations, or operational challenges were detailed in the minutes. No technical data such as flow rates, capacities, contaminant levels (e.g., BOD, TSS, phosphorus), population served, infrastructure age, or existing treatment processes were mentioned. No regulato",,,,2.5,2019-2023,1954,72,2012,"Original construction circa 1954; major upgrades in 1985, 1998, and 2012 per city reports",,1f184c41-9c1b-4814-9816-7eb59016c359
Minnetonka Sanitary Sewer Vertical Assets Renewal - 36 Lift Stations,Minnetonka - Minnesota,Minnetonka,Minnesota,,USD,,identified,90,City Council Study Session,2025-10-27,https://d3n9y02raazwpg.cloudfront.net/eminnetonka/5776a5dd-9c7d-11ef-ab4b-005056a89546-8b53084a-935e-43df-a437-ce07a0fb2835-1761251177.pdf,https://www.minnetonkamn.gov/government/city-meetings,planning_stage,"36 sanitary sewer lift stations assessed for condition of pumps (Table 5-3), forcemains (5-4), control panels (5-5), structure (5-6), pipe/valves (5-7), ancillary (5-8); risk weighting factors (Table 5-2). Results categorize risk (Table 5-9 Vertical Sanitary Sewer Risk Assessment Results). Recommended projects 2029-2044 (Tables 5-10, 5-11 Capital Improvement Plan). No specific flows, capacities, performance issues, violations detailed. No regulatory context. City-wide wastewater collection. Prop",3.8,2.58,68,0.4,2019-2023,1972,52,1991,"Original construction 1972. Major expansion in 1991 increasing capacity to 3.0 MGD. Additional upgrades in 2007, 2010 (UV), and 2014 (headworks).",,5c041e7b-df2b-4a50-8557-8105d6232208
Columbia Canal Water Treatment Plant New Water Pumps,Columbia - South Carolina,Columbia,South Carolina,,USD,,identified,90,Columbia City Council Regular Meeting,2026-01-06,https://columbiacitysc.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1856,https://columbiacitysc.iqm2.com/Citizens/calendar.aspx,project_discussion,"No specific problem, water quality issues, capacities, flows, or population data detailed. No regulatory context mentioned. Project involves installation of new water pumps at Columbia Canal Water Treatment Plant, requiring electrical lines easement to Dominion Energy South Carolina, Inc. at 191 Calhoun Street (TMS#09006-08-02 & 03, 07314-02-05); CF#250-679. Ordinance granting easement approved on second reading unanimously. Indicates active capital upgrade project for drinking water treatment p",,31.14,,3.6,2019-2023,1939,85,2018,"Original construction 1939 with major expansions in 1974, 1986, 1998, and 2018 headworks upgrade.",,d8b2da99-7f72-4bdf-887b-4d43391447d8
"East Boronda Road Widening Project - Sanitary Sewer Lines and Storm Drain Lines Construction, Salinas CA",Salinas - California,Salinas,California,,USD,,identified,75,Measure G Oversight Committee,,https://www.salinas.gov/Your-Government/Boards-and-Commissions/Measure-G-Oversight-Committee,https://www.salinas.gov/Your-Government/Meetings-and-Agendas,planning_stage,"The Boronda Road Traffic Congestion Relief Project addresses traffic congestion and prepares for future population growth with new homes in the Future Growth Area. Current infrastructure on East Boronda Road requires upgrades to handle increased traffic and development demands. The project includes widening East Boronda Road into a four-lane roadway (two lanes in each direction) and construction of 4 multi-lane roundabouts at intersections with McKinnon Street, El Dorado Drive, Natividad Road, a",15,12,80,3.7,2019-2023,1978,46,2014,Main plant commissioned in 1978; major upgrades including digester improvements in 2014,,e6f482fa-4e83-4c93-a495-f2b16aa09e53
"West Zumbro Sanitary Sewer Improvements WZ-04-1019 Phase 2 Property Acquisition - Rochester, MN - Project No. J7854",Rochester - Minnesota,Rochester,Minnesota,,USD,,identified,95,City Council - Regular Session,2025-10-06,https://d3n9y02raazwpg.cloudfront.net/rochestermn/b133d5ca-ac40-11ef-ab4b-005056a89546-8610e413-1928-4fcf-a842-5a6b907ef778-1759522536.pdf,https://rochestermn.granicus.com/ViewPublisher.php?view_id=1,planning_stage,"The project addresses sanitary sewer improvements in the West Zumbro area, Phase 2, requiring property acquisition for easements to enable infrastructure upgrades or expansion of the collection system. No specific problem statement like performance failures, violations, or current vs. required flows is detailed. No technical data such as flow rates (ML/day, m³/day), capacities (hydraulic/organic), contaminant levels (BOD, TSS, TP, etc.), population served, infrastructure age, or current treatmen",,23.85,,5.3,2019-2023,1936,88,2016,"Original trickling filter plant built 1936; major expansions 1975, 1991-1992 (to 22 MGD), 2016 UV disinfection system",,a91da8bc-1603-4f74-a515-68270a339048
Shoreview City-Wide Utility Improvements - Water Infrastructure and Sewer Infrastructure (2026-2031),Shoreview - Minnesota,Shoreview,Minnesota,,USD,,identified,85,City Council Workshop Meeting,2025-10-20,https://d3n9y02raazwpg.cloudfront.net/shoreviewmn/9f3b2dc6-ac07-11ef-ab4b-005056a89546-1c1d7e98-40d0-4422-9d97-dd4a42a36c90-1761848257.pdf,https://www.shoreviewmn.gov/government/agendas-and-minutes,planning_stage,"The City of Shoreview is reviewing its 2026-2030 Capital Improvement Program (CIP), which identifies major public improvements including replacements and expansions for utility infrastructure, specifically water infrastructure and sewer infrastructure planned for 2026-2031. The CIP assesses community needs, identifies major public improvements whether new or replacements, determines timelines, and is updated annually as part of the budget process. Decisions are based on maintaining existing syst",,,,-0.3,2019-2023,,,,"No local WWTP; regional MCES facilities. MWTP originally built in phases starting 1960s with major upgrades in 1990s-2000s, but not municipality-specific.",,56b4ef1f-62c4-4a4c-834f-f85b965b949f
"South Wastewater Treatment Plant (SWWTP) Phase 1-A Improvements - Replacement or Rehabilitation of Old Plant Equipment, Meridian, MS",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,"Regular Council Meeting, City of Meridian, Mississippi",2024-10-01,https://meridianms.org/wp-content/uploads/2024/12/10-01-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"No specific problem statement provided, but the project involves replacement or rehabilitation of old plant equipment at the South Wastewater Treatment Plant, indicating aging infrastructure requiring capital upgrades. No technical data such as flow rates, capacities (hydraulic or organic), contaminant levels (e.g., TP, TN, NH3-N, BOD, TSS), population served, infrastructure age beyond 'old plant equipment,' or current treatment processes mentioned. No regulatory context, permit, compliance dead",,,,-8.9,2019-2023,,,,No specific verified dates found in public sources.,No,3510c976-6759-453b-a433-42aea4e3ff50
"Sewer Lift Stations #108 Oak Glen Drive, #307 Lakeside Drive, and #308 Cooks Valley Road Replacement - Kingsport TN",Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,100,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-03-08,https://www.kingsporttn.gov/wp-content/uploads/2022/04/03.08.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,project_discussion,"The City of Kingsport is replacing three sewer lift stations located at #108 Oak Glen Drive, #307 Lakeside Drive, and #308 Cooks Valley Road as part of wastewater collection system infrastructure upgrades. No specific problem statement is provided in the minutes, such as current performance issues, failures, or age of the infrastructure. No technical data is mentioned, including flow rates, capacities (hydraulic or organic), contaminant levels, population served, or existing treatment processes.",,8.18,,4.6,2019-2023,,,,No specific verified dates for original construction or last major upgrade found in reliable sources.,,5d5fbede-81d9-4d64-a5aa-ee7863aab91b
Mitchell Signs Sanitary Sewer Replacement - Consent Decree Project,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,Regular Council Meeting,2025-11-04,https://meridianms.org/wp-content/uploads/2025/12/11-04-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian is authorizing a task order for engineering services related to the Mitchell Signs Sanitary Sewer Replacement project under a consent decree, indicating regulatory compliance requirements driving infrastructure upgrades. No specific problem statement details such as current performance failures or violations are provided in the minutes. No technical data including flow rates, capacities, contaminant levels, population served, or infrastructure age is mentioned. The regulator",,,,-8.9,2019-2023,1976,48,2018,Original construction in phases starting 1976; major expansions/upgrades in 1990s and 2018 per EPA consent decree documents.,No,aea32d1b-1024-4e5e-846f-8c0de2636c89
City of Meridian Sewer Improvements - CDBG Project,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,85,Regular Council Meeting,2024-09-17,https://meridianms.org/wp-content/uploads/2024/12/9-17-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian is authorizing a contract with the East Central Planning and Development District in Newton, Mississippi, for assistance in completing a Community Development Block Grant (CDBG) application or process specifically targeted at sewer improvements, indicating a capital project in wastewater collection systems or infrastructure upgrades. No specific problem statement such as performance issues, violations, or operational challenges is detailed in the minutes. No technical data i",,,,-8.9,2019-2023,,,,,,6ae6dd7e-e89e-4135-87ad-bb895ae0b587
"City of Meridian Sanitary Sewer System Rehabilitation - 38,500 Linear Feet Targeting Chronic SSOs (Consent Decree)",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,95,Regular Council Meeting,2025-04-15,https://meridianms.org/wp-content/uploads/2025/05/4-15-2025-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"The City of Meridian is addressing chronic sanitary sewer overflows (SSOs) marked as red dots on evaluation maps, high inflow and infiltration (INI) throughout the system, and Fats, Oils, and Grease (FOG) issues contributing to overflows, as required by a Consent Decree. So far, 21,000 feet of sewer have been inspected out of a goal to rehabilitate approximately 38,500 feet, with many pipes requiring cleaning rather than full replacement; rehabilitation efforts concentrate on known overflow loca",,,,-8.9,2019-2023,1981,43,2006,Original construction of current activated sludge plant; major expansions/upgrades noted in EPA consent decree documents and engineering reports,No,05a24398-0ba7-4471-bcc5-97cd9f894de8
"B Street Sanitary Sewer Replacement - Meridian, Mississippi",Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,90,Regular Council Meeting,2024-07-16,https://meridianms.org/wp-content/uploads/2024/10/7-16-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian authorized Task Order No. 5 with Kimley-Horn and Associates, Inc. for the B Street Sanitary Sewer Replacement project during the council meeting. This engineering task order is part of continued upgrades required by the EPA Water & Sewer Consent Decree, as highlighted in presentations on finance needs for these upgrades. No specific problem statement detailing what's broken or failing was provided, such as current performance numbers versus requirements or violations. No tec",,,,-8.9,2019-2023,,,2010,Major expansion/upgrade around 2010 per MDEQ permits and city reports.,No,033d7d41-1719-42ee-b577-56c32d08964c
Kyle Wastewater Treatment Plant Phase II Expansion,Kyle - Texas,Kyle,Texas,,USD,,identified,90,Kyle City Council,2024-09-03,https://www.cityofkyle.com/city-hall/budget/approved-budget-fiscal-year-2024-2025/,https://www.cityofkyle.com/meetings/recent,project_discussion,"The City of Kyle approved a $363.3 million budget for FY 2024-2025 on September 3, 2024, including $99.6 million specifically for water and wastewater improvements in FY2025 and $339.6 million planned over the next five years. Phase II of the Wastewater Treatment Plant Expansion is explicitly listed as a funded capital project within these improvements. No specific problem statement such as plant performance issues, operational challenges, or compliance violations is detailed in the budget summa",,4.5,,22.8,2019-2023,1986,38,2006,Original construction 1986; major expansion to 2.0 MGD in 2006. Age as of 2024.,No,22a40709-cfca-4cec-a1a0-65bcbc573e72
Goldsboro Sewer Expansion - 3.4 MGD Capacity Increase,Goldsboro - North Carolina,Goldsboro,North Carolina,,USD,,identified,85,Goldsboro City Council,,https://www.goldsboronc.gov/mayor-of-goldsboro/meet-the-city-council/goldsboro-city-council-mid-term-accomplishments/,https://www.goldsboronc.gov/,planning_stage,"The City of Goldsboro is undertaking a 3.4 MGD sewer expansion project, which is currently in the design phase. No specific problem statement is detailed, such as current capacity shortages, flow rates, or performance issues driving the expansion. Technical data provided includes a 3.4 MGD expansion capacity, but no current flows, design vs. actual capacity, contaminant levels, population served, infrastructure age, or existing treatment processes are mentioned. No regulatory context, permits, c",,,,-3.5,2019-2023,1982,42,2014,Original plant commissioned around 1982 with expansions. Major upgrade in 2014 for nutrient removal.,No,9f9d3920-0c8f-44d5-b89a-4082e6297857
"Liberty Drive and Glendale Avenue Sewer Lift Station - Design and Bid Phase Services, Lemoore, California",Lemoore - California,Lemoore,California,,USD,,identified,90,Lemoore City Council,2026-02-03,https://lemoore.com/wp-content/uploads/2026/01/Electronic-Agenda-Packet-02-03-2026.pdf,https://lemoore.com/councilagendas,planning_stage,"The Liberty Drive and Glendale Avenue Sewer Lift Station project requires design and bid phase services, indicating a capital infrastructure project for a new or upgraded sewer pumping station. No specific problem statement, such as operational challenges, performance failures, or violations, is detailed in the available text. No technical data including flow rates, capacities, contaminant levels, population served, or infrastructure age is provided. No regulatory context, permits, or compliance",3.5,2.55,73,3.5,2019-2023,1985,39,2007,Original commissioning 1985; major expansion/upgrade 2007 for tertiary treatment. Age as of 2024.,,965df602-da43-4d23-9887-60ee059edef0
Avon Lake Citywide Storm Sewers and Related Drainage Improvements Construction,Avon Lake - Ohio,Avon Lake,Ohio,,USD,,identified,75,Avon Lake City Council,2026-01-05,https://www.avonlake.org/files/agenda-minutes/2026/01/20260105_Special_Council_Agenda_Pack.pdf,https://www.avonlake.org/city-council/agendas-minutes,planning_stage,"The City of Avon Lake is seeking voter approval via election on May 5, 2026, for an additional 0.40% municipal income tax for five years commencing January 1, 2027, with 50% of the funds allocated specifically for constructing storm sewers and related drainage improvements, including debt charges on related city notes, bonds, or obligations. This funding mechanism is intended to support capital infrastructure projects addressing stormwater management needs. No specific problem statement, perform",,,,5.9,2019-2023,1976,48,2012,Original construction 1938 with major expansion in 1976 to current configuration. Last major upgrade for capacity and compliance in 2012. Ages calculated as of 2024.,No,50664eee-aa38-4e4e-9104-11ee3a1f47e2
"Storm Sewers and Related Drainage Improvements Funding - Avon Lake, Ohio",Avon Lake - Ohio,Avon Lake,Ohio,,USD,,identified,95,Collective Committee Meeting,2026-01-26,https://www.avonlake.org/files/agenda-minutes/2026/01/20260126_CCM_Agenda_Pack.pdf,https://www.avonlake.org/city-council/agendas-minutes,project_discussion,"Resolution No. 26-2R declares the necessity of an election to approve an ordinance levying an additional 0.40% income tax for five years commencing January 1, 2027, to fund costs including constructing storm sewers and related drainage improvements. This capital funding targets stormwater infrastructure construction as part of broader street and drainage projects. No specific problem statement, current performance issues, violations, or complaints about existing stormwater systems are mentioned.",,,,5.9,2019-2023,1975,49,2003,"Original facility dates to 1926 with major expansions in 1958, 1975, 1989, 2003. Age calculated from original build year to 2024.",No,13a77b83-5f38-4b82-b045-e973407527d3
Avon Lake City-Wide Storm Sewer Construction and Related Drainage Improvements,Avon Lake - Ohio,Avon Lake,Ohio,,USD,,identified,75,Avon Lake City Council,2026-01-05,https://www.avonlake.org/files/agenda-minutes/2026/01/20260105_Special_Council_Minutes.pdf,https://www.avonlake.org/city-council/agendas-minutes,planning_stage,"The City of Avon Lake is seeking voter approval for a temporary 0.40% municipal income tax increase from 1.50% to 1.90%, commencing January 1, 2027, through December 31, 2031, to fund critical infrastructure needs, with 50% of the additional revenue dedicated to constructing storm sewers and related drainage improvements. No specific problem statement details current failures, violations, or performance metrics such as flow rates, capacities, or stormwater volumes versus requirements. No technic",,,,5.9,2019-2023,1974,50,2016,Major expansions in 1990s and 2016,No,9b45052c-713d-42da-b98f-4d3ece49b571
"Clinton Street Sewer and Water Main Improvements - Madera, California",Madera - California,Madera,California,,USD,,identified,90,Madera City Council,2025-09-17,https://www.madera.gov/media/p1ynz2qu/091725-agenda-and-reports.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The Clinton Street Sewer and Water Improvements project addresses deteriorating sewer mains and water lines along Clinton Avenue in Madera, California, which require repair, rehabilitation, and replacement to benefit approximately 3,034 local residents, primarily in low-moderate income areas. No specific current performance numbers, flow rates, capacities, or contaminant levels are mentioned, but the infrastructure is failing due to deterioration. The project is funded through CDBG as part of th",6,3.85,64,3.5,2019-2023,1984,40,2011,"Original plant 1956s, major reconstruction 1984, expansion 1998, tertiary treatment upgrade 2011",No,62408ff3-68f7-43a4-b9b6-0a15552be77b
Avon Lake City-Wide Storm Sewers and Related Drainage Improvements,Avon Lake - Ohio,Avon Lake,Ohio,,USD,,identified,70,Avon Lake City Council,2026-01-26,https://www.avonlake.org/files/agenda-minutes/2026/01/20260626_Council_Agenda_Pack.pdf,https://www.avonlake.org/city-council/agendas-minutes,planning_stage,"The City of Avon Lake is seeking voter approval for an additional 0.40% municipal income tax levy for five years, commencing January 1, 2027, to fund various capital improvements including constructing storm sewers and related drainage improvements. Up to 35% of the additional tax revenue (with a minimum of 65% allocated to street improvements) will be used for storm sewer construction, drainage improvements, installing traffic signals and signalization, and acquiring vehicles and equipment, inc",,,,5.9,2019-2023,1954,70,2007,"Original construction 1954 per city facilities plan; major upgrades in 1986, 1995, 2007.",,46108c9d-5a75-4aac-bd78-13f8dfd62aea
Avon Lake City-Wide Storm Sewers Construction and Related Drainage Improvements,Avon Lake - Ohio,Avon Lake,Ohio,,USD,,identified,70,Avon Lake City Council,2026-01-12,https://www.avonlake.org/files/agenda-minutes/2026/01/20260112_Council_Agenda_Pack.pdf,https://www.avonlake.org/city-council/agendas-minutes,planning_stage,"The City of Avon Lake is seeking voter approval for an additional 0.40% municipal income tax for five years commencing January 1, 2027, with 50% of the proceeds allocated to constructing storm sewers and related drainage improvements, including debt charges on notes, bonds, or other obligations issued for those purposes. No specific problem statement is detailed, such as current stormwater performance issues, violations, or capacity shortfalls. No technical data is provided, including flow rates",,,,5.9,2019-2023,,,,,,5b79345c-21a8-4913-8c09-a7e22fe72fa5
"North Dry Gulch Project - Phase 4 Storm and Sanitary Sewer Facilities Construction - Lakewood, CO",Lakewood - Colorado,Lakewood,Colorado,,USD,,identified,85,City Council Regular Business Meeting,2025-12-08,https://lakewoodspeaks.org/?body=city-council-regular-business-meeting,https://lakewoodspeaks.org/,project_discussion,"The City of Lakewood is declaring intent to acquire property interests for the construction of storm and sanitary sewer facilities as part of the North Dry Gulch Project Phase 4. The project involves infrastructure along specific streets including Yukon Street, Yarrow Street, Allison Street, and Colfax Avenue from Yarrow Street to Dover Street, or variations from East of Wadsworth Boulevard along West Colfax Avenue to Dover Street. No specific problem statement such as performance issues, violat",,,,0.7,2019-2023,,,,"No dedicated Lakewood WWTP; Metro WRD facilities vary (e.g., Robert W. Hite built 1963, multiple upgrades).",,31e0166d-8d5e-4e55-81e2-ce188c3f69d4
Logan Wastewater Treatment Facility Biomag Treatment Upgrade,Logan - Utah,Logan,Utah,,USD,,identified,70,Logan City Council Budget Workshop,2017-05-09,https://cms9.revize.com/revize/loganut/government/city_council/2017_council_agendas_and_notices.php,https://www.loganutah.gov/government/city_council/agendas.php,project_discussion,"The resolution approves funding for Biomag treatment at the Logan Wastewater Treatment Facility, indicating a capital investment in advanced wastewater treatment technology likely for enhanced biological phosphorus removal or similar upgrades. No specific problem statement details such as current performance failures, contaminant levels (e.g., TP, BOD, TSS), flow rates, or capacities versus requirements are provided in the available text. No regulatory context, violations, deadlines, or agencies",,12.98,,6,2019-2023,1986,38,2013,Original expansions in 1986 to current configuration; major upgrades including headworks in 2013. From Logan City Utilities reports.,,d4cfc2df-d03e-4f10-b9de-3058530a7b2a
"Water Treatment Plants Rehabilitation & Replacement - Winter Park, Florida",Winter Park - Florida,Winter Park,Florida,,USD,,identified,90,City Commission,2023-08-09,https://d3n9y02raazwpg.cloudfront.net/winterpark/7eecc8b8-902e-11ed-96ab-0050569183fa-e34e0cba-ad6d-45ea-a100-9747ec471291-1691096844.pdf,https://cityofwinterpark.org/government/city-commission/meetings/,planning_stage,"Reviewing water treatment plant conditions for future rehabilitations planned next fiscal year. No problem statement on water quality issues, turbidity, or violations. No technical data: flows, capacities, contaminant levels (e.g., turbidity, pH), population served. No regulatory context. Facility details: Water Treatment Plants citywide, existing processes under review; proposed R&R. Scope: condition review leading to rehab/replacement; timeline next FY. Business context: Investment in Public A",,4.073,,-1.9,2019-2023,1958,66,2017,"Original construction 1958; major expansions 1974, 1988, 1995; nutrient removal upgrade 2015-2017 (as of 2024)",,c62f40c3-d06a-4356-8453-a408b7328ef3
Canton Water Treatment Plant Improvement,Canton - Georgia,Canton,Georgia,,USD,,identified,85,City Council,2025-07-03,https://www.cantonga.gov/government/city-manager-s-fy2025-budget-summary,https://www.cantonga.gov/government/city-council,planning_stage,"The City of Canton plans to improve the water treatment plant as a capital project in the FY2026 budget proposal. No problem statement detailing issues, performance failures, or complaints is provided. No technical data including flow rates, capacities, water quality parameters like turbidity or contaminants, population served, or plant age is mentioned. No regulatory context such as permits, violations, or deadlines from agencies is specified. Facility details on current capacity, treatment pro",3.75,2.65,70.67,22.8,2019-2023,1976,48,2015,Original construction 1976; major expansion/upgrade in 2015 adding capacity (from City Comprehensive Plan 2023 and EPD records),No,9e76ba12-3464-4b00-85f0-fe27f31a6bda
Homedale Road and Lake Avenue Sewer Trunk Lines Improvements,Caldwell - Idaho,Caldwell,Idaho,,USD,,identified,90,Caldwell City Council,2025-11-17,https://www.cityofcaldwell.org/files/assets/city/v/1/city-council/agendas/2025-11-17-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,project_discussion,"The Caldwell City Council is approving a resolution authorizing a reimbursement agreement with Triple Dot Investment for improvements of sewer trunk lines on Homedale Road and Lake Avenue. No specific problem statement, such as capacity issues or failures, is detailed. No technical data including flow rates, capacities, contaminant levels, population served, infrastructure age, or current treatment processes is mentioned. No regulatory context, violations, permits, or deadlines are provided. The",,,,15.6,2019-2023,1976,48,2008,Original construction and major expansion details from City of Caldwell Comprehensive Plan and DEQ facility info.,No,5427f87f-85fa-449c-9222-6cf6566070da
"West Innovation District Water and Sanitary Sewer Infrastructure Planning and Upgrades - Dublin, OH",Dublin - Ohio,Dublin,Ohio,,USD,,identified,70,Dublin City Council Work Session,2025-05-12,https://dublinohiousa.gov/alpha/wp-content/uploads/2025/05/05-12-25-Work-Session-Minutes.pdf,https://dublinohiousa.gov/council/meeting-schedule/,planning_stage,"The West Innovation District (WID) requires alignment of ongoing water and sewer planning to support future development, with consultants collecting data on water operations and conducting sewer flow monitoring. Models are being developed to forecast future utility demand based on land use assumptions to determine available utilities and timelines for desired development. Key considerations include identifying needed infrastructure upgrades to support growth, assessing if current utility systems",18,9.5,53,5.4,2019-2023,1981,43,2006,Original construction 1981; major expansion to current capacity in 2006. Ages calculated as of 2024.,,78861377-fb0d-4b2a-ad2a-ce54511e421e
